dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
275583.378630488,1497705.9751025,Okay,49
275583.854538723,1497703.27492367,Okay,50
NA,NA,Distances_too_small,51
275582.391744462,1497710.18932451,Okay,52
275583.431818868,1497709.24283563,Okay,53
275583.28448091,1497708.71552398,Okay,54
NA,NA,Distances_too_small,55
275585.208202575,1497709.40714523,Okay,56
275585.739729829,1497710.04408985,Okay,57
275584.479593034,1497709.72563086,Okay,58
275586.750072917,1497709.99346523,Okay,59
275586.972783699,1497710.95834735,Okay,60
275585.659375647,1497710.93676224,Okay,61
275585.16974674,1497712.48619024,Okay,62
275584.547862113,1497713.44246342,Okay,63
275586.990903835,1497713.5856813,Okay,64
275587.628618657,1497713.90312237,Okay,65
275587.449232014,1497713.55019192,Okay,66
275588.267773175,1497710.66067876,Okay,67
275589.085834414,1497709.19899078,Okay,68
275588.404233232,1497709.63367503,Okay,69
275585.136479072,1497707.53904218,Okay,70
275588.275808212,1497704.52528893,Okay,71
275588.609245708,1497703.62929794,Okay,72
275588.851599413,1497704.67693166,Okay,73
275590.004639299,1497705.17352209,Okay,74
275590.50710093,1497705.76475356,Okay,75
275590.438474962,1497705.4232729,Okay,76
275590.645504995,1497706.97159573,Okay,77
275590.516829355,1497706.9483257,Okay,78
275589.212088728,1497708.48818383,Okay,79
