dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
NA,NA,Distances_too_small,3740
NA,NA,Distances_too_small,3741
275612.728942155,1497704.63683257,Okay,3742
NA,NA,Distances_too_small,3743
275611.259560995,1497704.24542803,Okay,3744
275610.299169384,1497702.23931338,Okay,3745
275608.997771682,1497701.05245879,Okay,3746
275606.378448024,1497700.03766032,Okay,3837
275605.881718425,1497700.72352683,Okay,3838
275605.048984863,1497699.42401787,Okay,3839
275604.359119835,1497700.5641273,Okay,3840
275604.156520732,1497703.02527657,Okay,3841
275605.732995361,1497703.71579446,Okay,3842
275606.772865392,1497704.42308783,Okay,3843
275607.274371083,1497702.65072025,Okay,3844
275604.593299086,1497704.25259736,Okay,3845
275602.326372921,1497706.69829201,Okay,3846
275602.590017845,1497706.63027617,Okay,3847
275606.831099984,1497706.66617818,Okay,3848
275608.262199223,1497708.72003443,Okay,3849
275610.71569527,1497706.35530416,Okay,3850
