dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
275592.019109783,1497686.60932832,Okay,221
275592.153189746,1497686.99128068,Okay,222
275592.747067518,1497686.236986,Okay,223
275593.530545246,1497684.62756814,Okay,224
275594.004316887,1497684.58384465,Okay,225
275595.029615108,1497687.11298904,Okay,226
275589.862323721,1497690.99618032,Okay,227
NA,NA,Distances_too_small,228
275590.891226654,1497689.57079123,Okay,229
275591.258460804,1497688.34987574,Okay,230
275593.160850179,1497690.78510277,Okay,231
275592.795834428,1497691.3629321,Okay,232
275594.195215022,1497691.42608712,Okay,233
275592.291234347,1497695.20762191,Outside_cell,234
275594.288290112,1497692.92533465,Okay,235
275595.141760119,1497694.2998272,Okay,236
275594.70404612,1497695.08907378,Outside_cell,237
275596.765465712,1497695.14117843,Okay,238
275596.7710254,1497695.35756354,Okay,239
275596.90938647,1497695.85367779,Okay,240
NA,NA,Distances_too_small,241
275597.479228049,1497693.94501409,Okay,242
NA,NA,Distances_too_small,243
275596.141135381,1497692.15546499,Okay,244
275595.216379382,1497690.19816765,Okay,245
275594.35593308,1497688.41673907,Okay,246
275596.052577951,1497688.81535646,Okay,247
275597.136648557,1497689.24272593,Okay,248
275597.131373141,1497688.50223105,Okay,249
NA,NA,Distances_too_small,250
NA,NA,Distances_too_small,251
