UnknownX,UnknownY,Tag
275593.686503845,1497695.56433213,130
NA,NA,131
275593.51328068,1497696.32485425,132
NA,NA,133
275592.571481863,1497696.54674222,134
275590.25604117,1497695.01005841,135
NA,NA,136
275588.296190141,1497695.13856345,137
275587.18215727,1497700.9223249,138
275588.991956915,1497699.74321522,139
275591.45426169,1497699.15712517,140
275593.145238172,1497700.27478834,141
275593.180278739,1497702.41711256,142
275593.793962834,1497702.76870957,143
NA,NA,144
275591.757330159,1497704.29032616,145
275591.068133604,1497703.0452483,146
275591.118707067,1497702.35178057,147
275590.616309468,1497702.71712805,148
275591.481447926,1497702.69921669,149
275590.293398189,1497701.58007876,150
