cornerpt,cornerx,cornery,cell_name
z0a,276073.9578,1498181.01,a0-z0b
z0b,276063.9598,1498186.267,a0-z0b
b0,276058.6097,1498176.165,a0-z0b
a0,276067.1928,1498172.156,a0-z0b
