island,site,quaddiag,species,leftdist,rightdist,tag,RKPx,RKPy,LKPx,LKPy
guam,anao,d3-e4,guamia,6.96,2.15,545,276015.8846,1498153.473,276023.1306,1498151.712
guam,anao,d3-e4,aglaia,3.51,7.04,546,276019.9257,1498163.143,276015.8846,1498153.473
guam,anao,d3-e4,guamia,4.26,4.7,547,276015.8846,1498153.473,276023.1306,1498151.712
guam,anao,d3-e4,aglaia,4.02,5.89,548,276015.8846,1498153.473,276023.1306,1498151.712
guam,anao,d3-e4,guamia,3.4,7.88,549,276015.8846,1498153.473,276023.1306,1498151.712
guam,anao,d3-e4,aglaia,4.23,7.63,550,276015.8846,1498153.473,276023.1306,1498151.712
guam,anao,d3-e4,aglaia,4.35,8.33,551,276015.8846,1498153.473,276023.1306,1498151.712
guam,anao,d3-e4,aglaia,4.42,8.62,552,276015.8846,1498153.473,276023.1306,1498151.712
guam,anao,d3-e4,guamia,4.02,8.4,553,276015.8846,1498153.473,276023.1306,1498151.712
guam,anao,d3-e4,aglaia,8.19,3.9,554,276015.8846,1498153.473,276015.8846,1498153.473
guam,anao,d3-e4,guamia,2.55,7.08,555,276027.8621,1498158.585,276019.9257,1498163.143
guam,anao,d3-e4,aglaia,8.9,2.66,556,276019.9257,1498163.143,276015.8846,1498153.473
guam,anao,d3-e4,guamia,8.27,1.99,557,276019.9257,1498163.143,276015.8846,1498153.473
guam,anao,d3-e4,guamia,3.92,5.87,558,276023.1306,1498151.712,276027.8621,1498158.585
guam,anao,d3-e4,guamia,1.59,8.81,559,276023.1306,1498151.712,276027.8621,1498158.585
guam,anao,d3-e4,guamia,5.88,3.49,560,276027.8621,1498158.585,276019.9257,1498163.143
