cornerpt,cornerx,cornery,cell_name
a4,276048.4392,1498135.768,a4-z4b
b4,276039.8406,1498140.371,a4-z4b
z4b,276037.7266,1498131.107,a4-z4b
z4a,276047.0549,1498126.773,a4-z4b
