cornerpt,cornerx,cornery,cell_name
b4,276039.8406,1498140.371,b4-z4c
c4,276031.8445,1498146.283,b4-z4c
z4c,276030.5685,1498136.118,b4-z4c
z4b,276037.7266,1498131.107,b4-z4c
