cornerpt,cornerx,cornery,cell_name
d2,276032.7963,1498167.368,d2-e3
e2,276023.561366,1498172.71381,d2-e3
e3,276019.9257,1498163.143,d2-e3
d3,276027.8621,1498158.585,d2-e3
