cornerpt,cornerx,cornery,cell_name
za0,276079.2254,1498165.009,a0-za1
a0,276067.1928,1498172.156,a0-za1
a1,276063.404,1498161.108,a0-za1
za1,276073.96,1498160.257,a0-za1
