cornerpt,cornerx,cornery,cell_name
b0,276058.6097,1498176.165,b0-c1
c0,276049.91,1498181.514,b0-c1
c1,276046.0286,1498172.697,b0-c1
b1,276053.9847,1498167.995,b0-c1
