cornerpt,cornerx,cornery,cell_name
c4,276031.8445,1498146.283,c4-z4d
d4,276023.1306,1498151.712,c4-z4d
z4d,276021.1421,1498140.24,c4-z4d
z4c,276030.5685,1498136.118,c4-z4d
