cornerpt,cornerx,cornery,cell_name
a0,276067.1928,1498172.156,a0-b1
b0,276058.6097,1498176.165,a0-b1
b1,276053.9847,1498167.995,a0-b1
a1,276063.404,1498161.108,a0-b1
