cornerpt,cornerx,cornery,cell_name
za3,276064.0991,1498140.973,a3-za4
a3,276053.7182,1498145.08,a3-za4
a4,276048.4392,1498135.768,a3-za4
za4,276058.7455,1498132.079,a3-za4
