cornerpt,cornerx,cornery,cell_name
b1,276053.9847,1498167.995,b1-c2
c1,276046.0286,1498172.697,b1-c2
c2,276041.593,1498163.552,b1-c2
b2,276049.2661,1498159.566,b1-c2
