cornerpt,cornerx,cornery,cell_name
za4,276058.7455,1498132.079,a4-z*a4
a4,276048.4392,1498135.768,a4-z*a4
z4a,276047.0549,1498126.773,a4-z*a4
z*a4,NA,NA,a4-z*a4
