cornerpt,cornerx,cornery,cell_name
e0,276031.2554,1498189.799,e0-ze1
ze0,276024.8282,1498191.628,e0-ze1
ze1,276021.2144,1498183.196,e0-ze1
e1,276027.7421,1498181.628,e0-ze1
