cornerpt,cornerx,cornery,cell_name
c2,276041.593,1498163.552,c2-d3
d2,276032.7963,1498167.368,c2-d3
d3,276027.8621,1498158.585,c2-d3
c3,276036.142,1498155.245,c2-d3
