cornerpt,cornerx,cornery,cell_name
c3,276036.142,1498155.245,c3-d4
d3,276027.8621,1498158.585,c3-d4
d4,276023.1306,1498151.712,c3-d4
c4,276031.8445,1498146.283,c3-d4
