island,site,quaddiag,species,leftdist,rightdist,tag,RKPx,RKPy,LKPx,LKPy
guam,nblas,d3-e4,cyno,6.73,6.23,261,275612.6853,1497681.729,275609.59,1497690.968
guam,nblas,d3-e4,guamia,2.83,8.09,262,275612.6853,1497681.729,275609.59,1497690.968
guam,nblas,d3-e4,aglaia,4.26,5.81,263,275612.6853,1497681.729,275609.59,1497690.968
guam,nblas,d3-e4,aglaia,4.77,6.16,264,275612.6853,1497681.729,275609.59,1497690.968
guam,nblas,d3-e4,guamia,4.36,6.36,265,275612.6853,1497681.729,275609.59,1497690.968
guam,nblas,d3-e4,guamia,7.7,2.54,266,275612.6853,1497681.729,275609.59,1497690.968
