dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
275593.686503845,1497695.56433213,Okay,130
275595.337665538,1497699.9729448,_Distances_too_small,131
275593.51328068,1497696.32485425,Okay,132
275595.208190523,1497700.22187009,_Distances_too_small,133
275592.571481863,1497696.54674222,Okay,134
275590.25604117,1497695.01005841,Okay,135
275589.388154559,1497694.34795582,_Distances_too_small,136
275588.296190141,1497695.13856345,Okay,137
275587.18215727,1497700.9223249,Okay,138
275588.991956915,1497699.74321522,Okay,139
275591.45426169,1497699.15712517,Okay,140
275593.145238172,1497700.27478834,Okay,141
275593.180278739,1497702.41711256,Okay,142
275593.793962834,1497702.76870957,Okay,143
275593.009219939,1497705.06943901,_Distances_too_small,144
275591.757330159,1497704.29032616,Okay,145
275591.068133604,1497703.0452483,Okay,146
275591.118707067,1497702.35178057,Okay,147
275590.616309468,1497702.71712805,Okay,148
275591.481447926,1497702.69921669,Okay,149
275590.293398189,1497701.58007876,Okay,150
