dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
275574.370176499,1497698.73940245,Okay,22
NA,NA,Distances_too_small,23
NA,NA,Distances_too_small,24
275581.061685361,1497701.2469049,Okay,25
275572.579672051,1497700.94529495,Okay,26
275573.143541595,1497699.57003934,Okay,27
275573.589557279,1497700.9795186,Okay,28
275572.70092851,1497702.89188736,Okay,29
275572.306679304,1497704.99626031,Okay,30
275574.240809333,1497704.73848303,Okay,31
275574.200228413,1497704.74376109,Okay,32
275573.036341843,1497705.64443536,Okay,33
275575.093019207,1497704.86460287,Okay,34
275574.926726961,1497700.36714931,Okay,35
275575.039277926,1497701.07959813,Okay,36
275575.422617663,1497700.43807905,Okay,37
275575.981200664,1497701.11620878,Okay,38
275577.636561965,1497700.83774627,Okay,39
275577.32953103,1497701.72573422,Okay,40
275578.832254289,1497701.57554012,Okay,41
275580.078506096,1497704.4201406,Okay,42
NA,NA,Distances_too_small,43
NA,NA,Distances_too_small,44
275576.035035162,1497707.96772681,Okay,45
NA,NA,Distances_too_small,46
NA,NA,Distances_too_small,47
