dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
275581.412710593,1497656.55813582,_Distances_too_small,1001
275581.313885506,1497656.70911778,_Distances_too_small,1002
275581.001210519,1497657.19322213,_Distances_too_small,1003
275579.97261069,1497658.84227341,_Distances_too_small,1004
275579.416895408,1497659.7645635,_Distances_too_small,1005
275574.116892154,1497653.21772289,Okay,1006
275574.448831266,1497654.02679182,Okay,1007
275574.799393391,1497654.90085723,Okay,1008
275573.893277873,1497655.86539795,Okay,1009
275571.564340546,1497655.56413912,Okay,1010
275571.499492578,1497655.99964836,Okay,1011
275571.848825948,1497654.95538494,Okay,1012
275571.659318605,1497653.70021619,_Distances_too_small,1013
275573.272565281,1497656.03628683,Okay,1014
275571.463645779,1497656.83056403,Okay,1015
275570.106136106,1497659.59527764,_Distances_too_small,1016
275568.47237703,1497659.39393513,Small_RtoL_Outside_cell,1017
275572.132384689,1497659.82644134,Okay,1018
275575.272204369,1497661.0830924,Okay,1019
275578.828115774,1497662.72662499,Small_RtoL_Outside_cell,1020
275578.769787877,1497662.00292059,Small_RtoL_Outside_cell,1021
275580.908384527,1497663.98802571,Small_RtoL_Outside_cell,1022
