dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
275617.378752266,1497692.57156742,Okay,3882
275617.289845005,1497691.75814862,Okay,3883
275618.600522515,1497690.88333372,Okay,3884
275617.325000541,1497691.18101459,Okay,3885
275616.083275159,1497688.81592217,Okay,3886
275620.508309421,1497686.481165,Okay,3887
275621.811878302,1497684.17305851,_Outside_cell,3888
275620.913988156,1497684.01968136,_Outside_cell,3889
275619.950336261,1497684.51356506,Okay,3890
275619.64836428,1497683.79861976,_Outside_cell,3891
275618.413688105,1497684.0362153,Okay,3892
275618.330556382,1497683.04524239,_Outside_cell,3893
275618.127654365,1497687.26623427,Okay,3894
275617.148068302,1497687.599186,Okay,3895
275617.549439488,1497689.53980562,Okay,3896
275616.048962251,1497686.58332001,Okay,3897
275615.581116393,1497683.91111647,Okay,3898
275613.057613366,1497688.96130807,Okay,3899
275612.170374905,1497690.05534425,Okay,3900
275610.755802153,1497688.07849272,Okay,3901
