UnknownX,UnknownY,Tag
275592.019109783,1497686.60932832,221
275592.153189746,1497686.99128068,222
275592.747067518,1497686.236986,223
275593.530545246,1497684.62756814,224
275594.004316887,1497684.58384465,225
275595.029615108,1497687.11298904,226
275589.862323721,1497690.99618032,227
NA,NA,228
275590.891226654,1497689.57079123,229
275591.258460804,1497688.34987574,230
275593.160850179,1497690.78510277,231
275592.795834428,1497691.3629321,232
275594.195215022,1497691.42608712,233
275592.291234347,1497695.20762191,234
275594.288290112,1497692.92533465,235
275595.141760119,1497694.2998272,236
275594.70404612,1497695.08907378,237
275596.765465712,1497695.14117843,238
275596.7710254,1497695.35756354,239
275596.90938647,1497695.85367779,240
NA,NA,241
275597.479228049,1497693.94501409,242
NA,NA,243
275596.141135381,1497692.15546499,244
275595.216379382,1497690.19816765,245
275594.35593308,1497688.41673907,246
275596.052577951,1497688.81535646,247
275597.136648557,1497689.24272593,248
275597.131373141,1497688.50223105,249
NA,NA,250
NA,NA,251
