UnknownX,UnknownY,Tag
NA,NA,3820
275607.482557642,1497718.47620661,3821
275607.372625574,1497716.79964803,3822
275606.254546444,1497717.72786396,3823
275604.807276952,1497712.40377437,3824
275607.526850295,1497710.77478121,3825
275607.015583853,1497710.98506079,3826
275608.126121349,1497711.72191212,3827
275603.22534347,1497712.43658521,3828
275602.602773929,1497711.5761442,3829
275602.298171328,1497712.06959058,3830
NA,NA,3831
275600.413731589,1497712.60352234,3832
275602.018291346,1497714.58953482,3851
275597.518134964,1497714.77119598,3852
275598.880288961,1497715.18699091,3853
275596.4812879,1497716.36284641,3854
