UnknownX,UnknownY,Tag
NA,NA,3924
NA,NA,3925
NA,NA,3926
NA,NA,3927
NA,NA,3928
NA,NA,3929
NA,NA,3930
NA,NA,3931
NA,NA,3932
NA,NA,3933
NA,NA,3934
NA,NA,3935
NA,NA,3936
NA,NA,3937
NA,NA,3944
