UnknownX,UnknownY,Tag
275567.327347668,1497682.2458738,1097
275566.426393965,1497683.66455205,1098
275567.812601445,1497684.94972622,1099
275567.744237162,1497685.14302588,1100
275565.885958261,1497684.80488517,1201
275563.705836218,1497685.72863062,1202
275563.386242828,1497680.67992571,1203
NA,NA,1204
NA,NA,1205
NA,NA,1206
NA,NA,1207
275558.244825594,1497684.41537324,1208
275563.917223152,1497689.03459804,1209
275564.460461912,1497689.02116696,1210
275564.630937237,1497688.52600028,1211
275563.405374734,1497688.03730824,1212
275563.519285066,1497687.82616077,1213
275565.728655699,1497689.14806962,1214
275564.968013278,1497688.19126167,1215
275565.167783435,1497690.59328511,1216
275562.895997699,1497689.25973275,1217
NA,NA,1218
