UnknownX,UnknownY,Tag
275583.378677422,1497705.97510951,49
275583.854595355,1497703.27493075,50
NA,NA,51
275582.391744462,1497710.18932451,52
275583.431818868,1497709.24283563,53
275583.28448091,1497708.71552398,54
NA,NA,55
275585.208202575,1497709.40714523,56
275585.739729829,1497710.04408985,57
275584.479593034,1497709.72563086,58
275586.749942903,1497709.99351361,59
275586.972629721,1497710.95841013,60
275585.65926786,1497710.93684266,61
275585.169658671,1497712.48631881,62
275584.547805742,1497713.44263,63
275586.990787732,1497713.58582999,64
275587.628475626,1497713.90326836,65
275587.449080634,1497713.55032438,66
275588.267528294,1497710.66069464,67
275589.085578228,1497709.19896559,68
275588.404022087,1497709.63368042,69
275585.136434912,1497707.53906288,70
275588.275866359,1497704.52528746,71
275588.609448823,1497703.62902983,72
275588.851652661,1497704.67693332,73
275590.004662707,1497705.17352566,74
275590.507063793,1497705.76474545,75
275590.438474102,1497705.42327273,76
275590.645298354,1497706.97153999,77
275590.516643583,1497706.94827878,78
275589.211876417,1497708.48816105,79
