UnknownX,UnknownY,Tag
275586.10793695,1497721.11172045,3711
275587.402641589,1497720.5006407,3712
275585.371230148,1497722.30256792,3713
275584.54143179,1497722.54340126,3714
275596.986652791,1497727.98082551,3715
275587.279700379,1497722.28880825,3716
275597.074864451,1497727.04095956,3717
275594.406886229,1497729.14518116,3718
275593.085023558,1497726.79055011,3719
275592.045142478,1497726.11233251,3720
275593.897231455,1497727.55884694,3721
275595.492632759,1497725.58268084,3722
275595.959777155,1497726.11254806,3723
275596.228964857,1497725.75048147,3724
275596.416346551,1497726.07781096,3725
275594.845542591,1497726.58782461,3726
275592.792186966,1497721.13643998,3727
275594.086252551,1497721.46536245,3728
275595.521234347,1497719.31137052,3729
275596.195154538,1497718.38426338,3730
275595.534010629,1497718.37016271,3731
275594.113965627,1497717.90889791,3732
275592.978064838,1497718.21800272,3733
275589.950120365,1497717.71807502,3734
275590.505028223,1497719.36607328,3735
275588.291967231,1497719.09510287,3736
275590.602597153,1497724.4636098,3737
275587.348510355,1497716.10481406,3738
275587.533264494,1497715.61972161,3739
