dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
NA,NA,Distances_too_small,1589
NA,NA,Distances_too_small,1590
NA,NA,Distances_too_small,1591
269865.865889382,1509848.39393614,Okay,1592
269865.925524464,1509849.01128872,Okay,1593
269867.541984932,1509849.02954188,Okay,1594
269866.776855267,1509849.89911872,Okay,1595
269867.052160773,1509847.64940593,Okay,1596
269873.692295994,1509847.72435362,Okay,1597
269873.837369124,1509847.2065404,Okay,1598
269870.98229764,1509845.80611434,Okay,1599
269871.881499924,1509845.15854636,Okay,1600
269868.470594506,1509844.77593881,Okay,1601
269871.053609876,1509843.44573289,Okay,1602
269868.28794502,1509842.36761461,Okay,1603
269866.884340867,1509843.5998152,Okay,1604
269871.154507302,1509840.59505124,Outside_cell,1605
NA,NA,Distances_too_small,1606
269864.136164742,1509846.55297378,Okay,1607
269865.478916137,1509846.29641677,Okay,1608
NA,NA,Distances_too_small,1609
NA,NA,Distances_too_small,1610
NA,NA,Distances_too_small,1620
