dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
269888.357903171,1509838.58303334,Okay,454
269888.863972235,1509837.9813589,Okay,455
NA,NA,Distances_too_small,456
269888.168603686,1509843.93676493,Okay,457
269888.477087598,1509844.39267405,Okay,458
269888.452338372,1509847.12928544,Okay,459
269892.663777577,1509843.65948243,Okay,460
269891.976936453,1509841.38132747,Okay,461
269895.116164167,1509842.43981865,Okay,462
NA,NA,Distances_too_small,463
NA,NA,Distances_too_small,464
269890.24389625,1509838.00835631,Okay,465
