dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
NA,NA,Map_info_missing,1551
NA,NA,Map_info_missing,1552
NA,NA,Map_info_missing,1553
NA,NA,Map_info_missing,1554
NA,NA,Map_info_missing,1555
269880.632655338,1509858.7371194,Okay,1556
269880.55459081,1509858.64628193,Okay,1557
269879.517936377,1509863.92067075,Okay,1558
269880.778545407,1509857.9834779,Okay,1559
269876.749814505,1509865.15832274,Okay,1560
269875.468098863,1509862.60650771,Okay,1561
269874.528517884,1509863.26194368,Okay,1562
NA,NA,Distances_too_small,1563
269878.207574086,1509865.60304452,Okay,1564
269878.786117223,1509867.55556186,Okay,1565
NA,NA,Distances_too_small,1566
269881.539168791,1509866.32473217,Okay,1567
269879.608662375,1509865.82617985,Okay,1568
269879.467124447,1509865.47109885,Okay,1569
269879.433582048,1509865.24801175,Okay,1570
