dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
NA,NA,Distances_too_small,1771
NA,NA,Corner_missing,1772
NA,NA,Corner_missing,1773
NA,NA,Corner_missing,1774
NA,NA,Corner_missing,1775
NA,NA,Corner_missing,1776
NA,NA,Corner_missing,1777
NA,NA,Corner_missing,1778
NA,NA,Corner_missing,1779
NA,NA,Corner_missing,1780
NA,NA,Corner_missing,1781
NA,NA,Corner_missing,1782
NA,NA,Corner_missing,1783
