dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
269894.898156945,1509835.00976767,Okay,466
269894.037079564,1509834.49066409,Okay,467
269896.126865061,1509836.56050186,Okay,468
269898.654908511,1509835.81700652,Okay,469
269897.218306175,1509833.28008525,Okay,470
NA,NA,Distances_too_small,471
269896.587743137,1509836.81756899,Okay,472
269898.63709501,1509840.09413119,Okay,473
269896.835828731,1509837.91006628,Okay,474
269901.545709044,1509841.65011132,Okay,475
269900.017163269,1509836.74254029,Okay,476
NA,NA,Corner_missing,477
269903.605860667,1509840.78711816,Okay,478
269903.018211947,1509837.21361491,Okay,479
269903.266387617,1509837.34482084,Okay,480
269904.250827981,1509835.17394707,Okay,481
269902.645181336,1509833.20354649,Okay,482
269901.598598143,1509832.76574608,Okay,483
NA,NA,Distances_too_small,484
269902.208834538,1509831.49982381,Okay,485
NA,NA,Distances_too_small,486
269899.681122745,1509834.69044721,Okay,487
