dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
269928.514258486,1509841.4227674,Okay,1717
269930.326978095,1509841.28506696,Okay,1718
269930.135225603,1509847.76087565,Okay,1719
269928.239469181,1509850.68477715,Outside_cell,1720
NA,NA,Corner_missing,1721
NA,NA,Corner_missing,1722
269928.068837822,1509848.88665709,Okay,1723
269928.433775115,1509847.43998574,Okay,1724
269928.463950632,1509846.03806488,Okay,1725
269926.710382256,1509845.01863426,Okay,1726
269926.708325593,1509845.19065002,Okay,1727
269926.908852681,1509845.96440755,Okay,1728
269925.959494382,1509845.43933851,Okay,1729
269924.039078556,1509842.7771487,Outside_cell,1730
269927.575835578,1509845.83242071,Okay,1731
