dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
NA,NA,Distances_too_small,373
NA,NA,Distances_too_small,374
NA,NA,Distances_too_small,375
NA,NA,Distances_too_small,376
269921.541640497,1509846.57260265,Okay,377
269921.319364769,1509847.40994446,Okay,378
269922.883670412,1509847.86639233,Okay,379
269923.387389113,1509849.45103713,Okay,380
269922.784377321,1509851.86165329,Okay,381
269920.516439224,1509851.57102023,Okay,382
269919.139181771,1509850.3903156,Okay,383
269917.294952993,1509856.09930871,Okay,384
269915.739740801,1509854.66626848,Okay,385
269917.432559659,1509852.50758747,Okay,386
