dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
269876.812310122,1509853.5032712,Okay,1571
269877.341155111,1509852.11936547,Okay,1572
269873.305519893,1509854.7889118,Okay,1573
269875.973565836,1509851.43388405,Okay,1574
269871.722614758,1509851.8283234,Okay,1575
269873.137081466,1509853.08041655,Okay,1576
269871.375834268,1509853.50016075,Okay,1577
269870.907083745,1509855.58042302,Okay,1578
269868.203040773,1509852.55696797,Outside_cell,1579
269867.98508981,1509856.35518848,Okay,1580
269868.727135382,1509856.85729645,Okay,1581
269869.346218286,1509855.38300448,Okay,1582
269871.26500638,1509857.53030815,Okay,1583
269878.048145479,1509852.13963854,Outside_cell,1584
NA,NA,Corner_missing,1585
269871.74087072,1509862.49082705,Outside_cell,1586
269871.778313395,1509861.71080507,Outside_cell,1587
269875.227276703,1509857.51701073,Okay,1588
