dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
NA,NA,Corner_missing,488
269907.803552024,1509831.88495113,Okay,489
269908.234690052,1509831.99913447,Okay,490
269909.879588372,1509834.81440507,Okay,491
269908.892167788,1509834.76902525,Okay,492
269909.218356649,1509835.63240469,Okay,493
269910.081695823,1509834.16206816,Okay,494
269912.392166636,1509835.34820899,Okay,495
269913.941600278,1509834.46083353,Okay,496
269914.32927783,1509834.24826535,Okay,497
269913.978248212,1509833.90222972,Okay,498
NA,NA,Distances_too_small,499
269913.124376388,1509831.78650711,Okay,500
NA,NA,Distances_too_small,501
269910.482503893,1509830.08680031,Okay,502
269910.142747523,1509832.40016234,Okay,503
269908.725218633,1509830.8491201,Okay,504
269909.422737458,1509830.13687358,Okay,505
269907.537015864,1509829.40529589,Okay,506
269907.686541141,1509828.24070508,Okay,507
269909.560608997,1509826.44842895,Okay,508
269910.643911074,1509827.22185306,Okay,509
269911.436690955,1509828.04994615,Okay,510
269910.806831786,1509831.54523894,Okay,511
