dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
269898.969870106,1509845.52402156,Okay,414
269899.558688315,1509847.13979441,Okay,415
269897.951010421,1509846.29601174,Okay,416
269897.79980804,1509847.49647169,Okay,417
269895.907969461,1509846.3330809,Okay,418
269894.785570915,1509846.91221998,Okay,419
269890.019014594,1509849.5493797,Okay,420
269895.24842506,1509851.04789803,Okay,421
269894.638476528,1509851.62757504,Okay,422
269901.333851632,1509848.91144332,Okay,423
269888.972035137,1509850.21134214,Okay,434
269890.286493049,1509850.08977037,Okay,435
NA,NA,Distances_too_small,436
NA,NA,Distances_too_small,437
269890.149675904,1509850.32010711,Okay,438
