dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
269902.060045734,1509844.16764987,Okay,398
269905.464701425,1509847.334417,Okay,399
269904.499149241,1509847.98746416,Okay,400
269907.692763675,1509847.50956434,Okay,401
269907.891762403,1509849.32340991,Okay,402
269905.439768917,1509843.16598769,Okay,403
269903.896409892,1509843.58593007,Okay,404
269903.423327003,1509844.10216593,Okay,405
269906.595925983,1509842.44779279,Okay,406
269907.098886527,1509842.97433646,Okay,407
269908.449069413,1509842.46288896,Okay,408
269909.456705825,1509844.76565443,Okay,409
269907.46880321,1509846.05637866,Okay,410
269910.528645154,1509846.243469,Okay,411
269906.885125185,1509840.61640153,Okay,412
