dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
269883.479340791,1509842.89529709,Okay,432
NA,NA,Distances_too_small,433
NA,NA,Distances_too_small,439
NA,NA,Distances_too_small,440
NA,NA,Distances_too_small,441
269883.234220148,1509844.56638617,Okay,442
269880.687573759,1509848.63158493,Okay,443
269880.395932493,1509848.55844382,Okay,444
NA,NA,Distances_too_small,445
NA,NA,Distances_too_small,446
269881.563418716,1509851.09935028,Okay,447
269879.053450809,1509852.39514347,Okay,448
269885.390519941,1509850.40860957,Okay,449
NA,NA,Distances_too_small,450
NA,NA,Distances_too_small,451
NA,NA,Distances_too_small,452
269884.399834551,1509847.20965885,Okay,453
