dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
269877.41595459,1509832.00245931,Okay,1656
269876.764917551,1509831.30650651,Okay,1657
269876.56067443,1509830.6055019,Okay,1658
269875.528220915,1509829.62434581,Okay,1659
269876.999366559,1509829.17278374,Okay,1660
NA,NA,Distances_too_small,1661
NA,NA,Distances_too_small,1662
269878.943586327,1509828.75517523,Okay,1663
269876.279894787,1509827.98403792,Okay,1664
269879.773603413,1509826.14987276,Okay,1665
269884.023039105,1509828.62732834,Okay,1666
269879.518818471,1509823.22925937,Okay,1667
269881.721799896,1509822.58953694,Okay,1668
269880.173908637,1509822.36415203,Okay,1669
269878.976287268,1509820.42629346,Outside_cell,1670
269875.906364933,1509823.33557118,Outside_cell,1671
269877.063355167,1509826.01794901,Okay,1672
269875.076198332,1509828.32256098,Okay,1673
NA,NA,Distances_too_small,1675
