dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
269908.844785376,1509840.37547773,Okay,387
269909.639160909,1509841.02497137,Okay,388
269909.263680709,1509842.76589744,Outside_cell,389
269911.090272812,1509843.11393989,Okay,390
269912.026706989,1509843.87523537,Okay,391
269910.677846602,1509845.0823661,Outside_cell,392
269912.507468928,1509846.44825087,Okay,393
269913.969354409,1509843.05993415,Okay,394
269912.978139845,1509842.47654176,Okay,395
269917.390055059,1509837.71722183,Okay,396
269918.889798243,1509841.00422153,Okay,397
