dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
269898.671311795,1509857.28800609,Okay,343
269898.338045049,1509861.25859029,Outside_cell,344
269897.713862445,1509858.99462959,Okay,345
269899.916629364,1509861.505461,Okay,346
269903.412089681,1509860.78393174,Okay,347
269903.468986316,1509859.93574253,Okay,348
269904.069048749,1509858.93191269,Okay,349
269901.990922136,1509858.42867701,Okay,350
269901.351020316,1509858.3458052,Okay,351
269904.578961561,1509856.71648367,Okay,352
269905.82516591,1509861.93951206,Okay,353
269905.806815636,1509862.17624266,Okay,354
269906.562217634,1509859.70474851,Okay,355
