cornerpt,cornerx,cornery,cell_name
c4,275594.3719,1497673.497,b4-z4c
d4,NA,NA,b4-z4c
z4d,275607.3727,1497667.89,b4-z4c
z4c,275600.5035,1497662.791,b4-z4c
