cornerpt,cornerx,cornery,cell_name
z0d,275582.5201,1497721.974,c0-z0d
z0e,275591.3227,1497725.559,c0-z0d
e0,275597.0471,1497717.511,c0-z0d
d0,275588.5357,1497714.792,c0-z0d
