cornerpt,cornerx,cornery,cell_name
c2,275588.7859,1497691.34,c2-d3
d2,275597.4708,1497696.465,c2-d3
d3,275599.8878,1497687.128,c2-d3
c3,275591.3085,1497682.612,c2-d3
