cornerpt,cornerx,cornery,cell_name
b4,275585.496,1497669.518,a4-z4b
c4,275594.3719,1497673.497,a4-z4b
z4c,275600.5035,1497662.791,a4-z4b
z4b,275590.0284,1497659.173,a4-z4b
