cornerpt,cornerx,cornery,cell_name
z0e,275591.3227,1497725.559,d0-z0e
z*e0,275599.6325,1497729.382,d0-z0e
ze0,275605.499,1497720.424,d0-z0e
e0,275597.0471,1497717.511,d0-z0e
