cornerpt,cornerx,cornery,cell_name
a4,309753.1775,1565691.686,a4-z4b
b4,309756.751759,1565684.5232,a4-z4b
z4b,309763.8546,1565687.344,a4-z4b
z4a,309761.6891,1565695.136,a4-z4b
