cornerpt,cornerx,cornery,cell_name
c2,309739.1916,1565667.338,c2-d3
d2,309744.6213,1565657,c2-d3
d3,309752.879011,1565662.22808,c2-d3
c3,309749.6991555,1565672.16104,c2-d3
