island,site,quaddiag,species,leftdist,rightdist,tag,RKPx,RKPy,LKPx,LKPy
rota,grvpt,b3-c4,neiso,9.46,1.74,6947,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,neiso,10.12,3.09,6948,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,premna,10.63,3.86,6949,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,guamia,10.39,5.65,6950,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,guamia,8.24,6.54,6951,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,guamia,8.3,7.04,6952,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,neiso,7.76,5.69,6953,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,neiso,7.34,5.55,6954,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,ifit,6.91,5.61,6955,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,guamia,5.37,6.22,6956,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,guamia,5.47,5.9,6957,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,guamia,6.55,4.23,6958,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,aglaia,7.09,3.58,6959,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,eug,13.34,9.75,6960,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,neiso,10.46,10.5,6961,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,neiso,8.26,10.88,6962,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,guamia,7.67,9.22,6963,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,guamia,7.59,9.43,6964,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,neiso,6.62,9.56,6965,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,guamia,7.73,10.94,6966,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,neiso,8.95,12.97,6967,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,neiso,7.53,12.31,6968,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,neiso,4.9,7.55,6969,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,guamia,4.45,6.64,6970,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,eug,4.48,6.84,6971,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,eug,4.23,6.69,6972,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,neiso,3.05,7.92,6973,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,neiso,2.93,8.52,6974,309749.6991555,1565672.16104,309759.19632775,1565674.78152
rota,grvpt,b3-c4,mayt,1.15,10.24,6975,309749.6991555,1565672.16104,309759.19632775,1565674.78152
