cornerpt,cornerx,cornery,cell_name
a2,309734.7464,1565686.75,a2-b3
b2,309736.1244,1565677.065,a2-b3
b3,309746.5193,1565682.094,a2-b3
a3,309743.8111,1565689.349,a2-b3
