cornerpt,cornerx,cornery,cell_name
z0b,309710.6542,1565667.708,b0-z0c
z0c,309715.5259,1565657.286,b0-z0c
c0,309723.123176,1565660.85252,b0-z0c
b0,309719.9881,1565670.384,b0-z0c
