cornerpt,cornerx,cornery,cell_name
z0a,309705.3578,1565677.576,a0-z0b
z0b,309710.6542,1565667.708,a0-z0b
b0,309719.9881,1565670.384,a0-z0b
a0,309714.7641,1565681,a0-z0b
