cornerpt,cornerx,cornery,cell_name
a3,309743.8111,1565689.349,a3-b4
b3,309746.5193,1565682.094,a3-b4
b4,309756.751759,1565684.5232,a3-b4
a4,309753.1775,1565691.686,a3-b4
