cornerpt,cornerx,cornery,cell_name
c1,309730.2323,1565662.785,c1-d2
d1,309736.5279,1565653.958,c1-d2
d2,309744.6213,1565657,c1-d2
c2,309739.1916,1565667.338,c1-d2
