cornerpt,cornerx,cornery,cell_name
za4,NA,NA,a4-z*a4
a4,309753.1775,1565691.686,a4-z*a4
z4a,309761.6891,1565695.136,a4-z*a4
z*a4,NA,NA,a4-z*a4
