cornerpt,cornerx,cornery,cell_name
z0e,NA,NA,e0-z*e0
z*e0,309723.5304,1565631.005,e0-z*e0
ze0,309731.535943,1565634.20703,e0-z*e0
e0,309728.122,1565643.277,e0-z*e0
