cornerpt,cornerx,cornery,cell_name
e4,309765.7887,1565656.328,e4-z*e4
ze4,309769.4405,1565647.205,e4-z*e4
z*e4,309778.6981,1565650.165,e4-z*e4
NA,NA,NA,e4-z*e4
