island,site,quaddiag,species,leftdist,rightdist,tag,RKPx,RKPy,LKPx,LKPy
rota,grvpt,d4-z4e,guamia,8.93,2.71,6699,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,tri,7.97,3.19,6700,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,guamia,6.44,3.75,6701,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,guamia,6.75,2.95,6702,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,pap,5.73,3.5,6703,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,pap,5,4.48,6704,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,guamia,5.94,7.33,6705,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,guamia,8.72,5.86,6706,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,pap,9.64,6.5,6707,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,guamia,9.36,7.53,6708,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,guamia,9.98,8.57,6709,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,psych,9.4,8.64,6710,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,eug,10.63,11.03,6711,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,aglaia,9.43,13.25,6712,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,mel,9.46,13.05,6713,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,eug,7.84,12.99,6714,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,tri,6.84,12.18,6715,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,eug,3.35,8.98,6716,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,guamia,4.01,9.19,6717,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,guamia,3.95,7.96,6718,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,eug,4.75,8.93,6719,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,eug,1.73,7.75,6720,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,guamia,3.12,6.29,6721,309775.4621,1565658.234,309773.1323,1565666.825
rota,grvpt,d4-z4e,tri,14.09,9.22,6739,309773.1323,1565666.825,309768.6935,1565677.402
