cornerpt,cornerx,cornery,cell_name
z0c,309715.5259,1565657.286,c0-z0d
z0d,309715.6761,1565648.595,c0-z0d
d0,309723.8191,1565652.789,c0-z0d
c0,309723.123176,1565660.85252,c0-z0d
