cornerpt,cornerx,cornery,cell_name
za2,275560.2813,1497678.19,a2-za3
a2,275569.4299,1497682.423,a2-za3
a3,275573.6591,1497673.824,a2-za3
za3,275565.8001,1497669.17,a2-za3
